test_img.jpg,bluemarker,0.012764422,0.4641212,0.32050338,0.061503053,0.7256888
test_img.jpg,crack,0.4836985,0.45690697,0.32831562,0.055988956,0.71576226
test_img.jpg,crack,0.044476878,0.09084095,0.68402356,0.05916376,0.70194215
test_img.jpg,crack,0.018531041,0.98854554,0.011454463,0.00039353073,0.027921049
test_img.jpg,crack,0.017905943,0.16946623,0.83053374,0,0.8264677
test_img.jpg,crack,0.017759683,0.4838995,0.09241894,0,0.17517939
test_img.jpg,efflorescence,0.17364965,0.3508218,0.18917358,0.80842865,0.17897666
test_img.jpg,efflorescence,0.07912933,0.43353817,0.3628889,0.06933727,0.7120762
test_img.jpg,efflorescence,0.068496175,0.097866125,0.701061,0.09006806,0.66113836
test_img.jpg,efflorescence,0.05404689,0.26136217,0.07256237,0.0018842757,0.121910974
test_img.jpg,efflorescence,0.034053605,0.045639377,0.5475803,0.3057807,0.3936143
test_img.jpg,efflorescence,0.026920488,0.35974553,0.17406729,0.73662806,0.26337194
test_img.jpg,efflorescence,0.021194672,0,0.115757056,0.885845,0.113577425
test_img.jpg,efflorescence,0.013114258,0.15968288,0.84031713,0,0.81806916
test_img.jpg,efflorescence,0.011045111,0.98696357,0.01303643,0,0.028333878
test_img.jpg,exposure,0.99384815,0.11619548,0.3670267,0.3985713,0.27019966
test_img.jpg,exposure,0.7030116,0.49530554,0.50469446,0.8980657,0.101934314
test_img.jpg,exposure,0.66731834,0.46828327,0.32103208,0.07432904,0.6984092
test_img.jpg,exposure,0.5094232,0.05704798,0.5324256,0.29344255,0.40226793
test_img.jpg,exposure,0.24718687,0.4807629,0.5192371,0.78919095,0.21080905
test_img.jpg,exposure,0.23758776,0.5108378,0.07968873,0.7524711,0.029779375
test_img.jpg,exposure,0.17784038,0.5401923,0.04766369,0.74763334,0.031618357
test_img.jpg,exposure,0.10482393,0.10456426,0.6913343,0.06454744,0.671133
test_img.jpg,exposure,0.040083166,0.14783417,0.1700484,0.43664533,0.22564143
test_img.jpg,exposure,0.037787996,0.51786757,0.048594117,0.7632516,0.01957041
test_img.jpg,exposure,0.036940597,0.17291702,0.827083,0,0.80008745
test_img.jpg,exposure,0.018442214,0.42783973,0.09677878,0.7934556,0.20177287
test_img.jpg,exposure,0.010363252,0.39996773,0.16047746,0.7075406,0.29245943
test_img.jpg,redmarker,0.54919636,0.5035618,0.4964382,0.9031949,0.09411144
test_img.jpg,redmarker,0.2044866,0.48847967,0.50229305,0.7900659,0.20993412
test_img.jpg,redmarker,0.065391816,0.49959436,0.28174493,0.028441906,0.86186934
test_img.jpg,yellowmarker,0.010658486,0.473116,0.3157173,0.07099585,0.7007904

